,term_id,sign_score,level,annotation_gene,start_time,end_time,geneSize,time_size
220,33338,0.0281,1,"818822,824970,843903,829995,841468,830128,841534,838851,835320,826914,841447,831528,830754,827307,838807,842103,841558,836043,822517",59,68,19,10
221,3785,0.0278,1,"838672,838779,817620,818316,820827,838362,822132,833471,828489,820775,816692,830699",51,60,12,10
222,79722,0.0278,1,"817620,837974,839433,817499,818343,832057,838362,821143,844343,831861,816545,820041,844010,819107,820741,816270,818069,833979,843596,817646,832136,831910,816546,823859,831151,818599,827564,825714,828577,833471,837778,835355,3770591,838455,831832,831377",67,76,36,10
223,112912,0.0278,1,"842103,844343,837778,844010,830754,820741",72,81,6,10
224,148331,0.0278,1,"832136,844343,830754,833979,820741,827564",80,89,6,10
225,148332,0.0278,1,"832136,844343,830754,825714,820741,827564",80,89,6,10
226,118776,0.0278,1,"843903,822517,841558,820827,838807,836043,841892,831472,822132,830101,841468,824970",73,82,12,10
227,185722,0.0278,1,"818316,838250,830128,844230,824524,843747,814643,820827,829966,837040,841920,839392",94,103,12,10
228,124321,0.0278,1,"841534,824970,841892,831528,830101,818069,818822,826914,822132,820827,838807,836043",74,83,12,10
229,28155,0.0278,1,"823831,838984,822132,830754,841534,831888",58,67,6,10
230,162146,0.0278,1,"838779,827727,818316,842833,814643,829966",84,93,6,10
231,86677,0.0276,1,"817620,839433,817499,832057,821143,831861,816545,820041,820741,816270,837974,837778,833979,3770591,844343,838455,831832,835355,828489,817646,830754,831151,817221,844010,819107,833471,818731,818343,838362",68,77,29,10
232,93111,0.0275,1,"818822,830101,826914,831122,822517,832070,836043,824970,838807,829995,831472,831528,822132,820827,841468,828884,841558",69,78,17,10
233,56552,0.0273,1,"839433,839566,837778,837974,838455,839642,841843,841984,843596,843810,844010,844343,816270,816545,816546,817221,817499,817620,817646,818343,818633,818731,819107,821143,820041,820741,823859,828489,828577,3770591,831861,831910,831832,831151,831377,832057,832454,833471,833979,834232,835355",63,73,41,11
234,38764,0.0271,1,"828884,818343,833471,834232,835355,818731,816545,837974,838455,820741,833979,839433,828489,818599,819107,817221",60,69,16,10
235,44105,0.027,1,"822132,818822,832070,831472,843903,838807,824970,836043,829995,842103,822517,830754,830101,839869,816936,837555,838984,818903,839930,838851,835320",61,70,21,10
236,44114,0.027,1,"818822,843903,832070,838807,831472,824970,829995,836043,830754,830101,839869,837555,816936,838984,839930,818903,818300,842103,838851,835320,822517",61,70,21,10
237,74388,0.027,1,"831910,843810,839642,818633,830157,841984,823859,834232,816270,3768499,837974,837778,839433,825714,828577,833979,817499,839566,816546,818599,3770591,844343,843596,817620,831377,818343,832057,817646,832136,816545,820041,819107,831151,844010,827564,843095,833471,838362,831861,838455,831832,821143,835355,828489,818731,820741,817221",66,75,47,10
238,129698,0.0269,1,"838807,841468,841892,842103,816768,818069,822132,823831,824524,824970,829995,830101,831472,831528,832070,835398,835431,836043",75,85,18,11
239,129690,0.0269,1,"838807,841468,841534,841892,842103,818069,822132,823831,824524,824970,829995,830101,831472,831528,832070,835398,835431,836043",75,85,18,11
240,158930,0.0268,1,"838851,838672,827001,823831,835398,818899,837265,835375,843903,841447,841892,840894,818069,820775,818903,818822,827307,816546,824524,836043,835431,825208,824970,829995,841558,839869,838079,832070,839930,826914,841652,822517,816936,838807,831528,838151,830101,816768,831472,832247,822132,820827,841468,832454,831122,822055",83,92,46,10
241,133978,0.0267,1,"818069,841468,830101,824970,841892,824524,829995,835431,831528,832070,831472,838672,838250,823831,822517,841534,820827,838807,822132,836043",76,85,20,10
242,38754,0.0267,1,"816270,831151,831377,833979,828489,818599,833471,828884,818343,839433,835355,819107,818731,834232,817221",60,69,15,10
243,188565,0.0267,1,"828917,823831,818822,841468,827307,826914,843903,822517,832247,835320,838807,841558,836043,816768,838851",98,107,15,10
244,172430,0.0266,1,"837265,838079,841447,841468,841652,816768,816936,818069,818822,818899,822055,823831,824970,826914,827307,829995,831122,831472,831528,832070,832247,833471,835398",87,98,23,12
245,162155,0.0265,1,"822517,838672,827001,823831,835375,818899,837265,841447,841892,818069,820775,818903,818822,827307,816546,824524,836043,824970,829995,841558,830101,820827,832247,841468,832070,838079,839930,826914,816936,844264,841652,838151,831528,816768,831472,822132,831122,838851,838807,822055,832454,825208,835398,840894",84,93,44,10
246,133955,0.0263,1,"816270,837974,839433,816545,819107,823859,818343,828489,3770591,817499,839642,838362,833471,820041,817620,839566,836393,818731,821143",76,85,19,10
247,141004,0.0263,1,"816270,836393,837974,816545,823859,839433,821143,828489,817221,820041,839642,818343,819107,833471,3770591,817499,817620,838362,839566",78,87,19,10
248,118802,0.0262,1,"841558,836043,838807,822517,820827,826914,830101,824970,831528,831472,822132,841468,841892,829995",73,82,14,10
249,118803,0.0262,1,"820827,836043,822517,838807,832070,826914,824970,831528,841892,831472,822132,830101,841468,829995",73,82,14,10
250,44078,0.0259,1,"841447,818899,827830,831528,820775,818672,837179,826914,838151,835398,841558,832070,830754,836043,822517,843903,838807,824970,829995,831472,830101,842103,839869,837555,816936,838851,835320",61,70,27,10
251,93107,0.0259,1,"818822,830101,842103,838807,836043,831528,827001,840894,820775",69,78,9,10
252,181495,0.0256,1,"843110,827727,841892,842833,838779,818316,843747,838250,844230,814643,829966,841920,837040",91,100,13,10
253,188861,0.0256,1,"838807,838851,841468,841558,841652,843903,816768,818069,818822,822517,823831,826914,827307,832247,835320,836043",98,110,16,13
254,172134,0.0255,1,"837265,838079,838807,841447,841468,841558,841652,816768,816936,818069,818822,818899,820827,822055,823831,824970,826914,827307,829995,831472,831528,832070,832247,833471,835398",87,97,25,11
255,69174,0.0252,1,"817620,834232,818343,843095,820041,816270,3768499,837974,839433,833979,817499,3770591,844343,832057,838362,821143,838455,835355,828489,831861,816545,831151,844010,817221,819107,820741,833471,818731,817646,818599,841984,816546,823859,839642,828577,837778,843596,831377,831832,832454,818633",65,74,41,10
256,100009,0.0246,1,"817620,818343,820041,816270,837974,837778,839433,817499,838362,831832,821143,828489,831861,832057,817646,816545,844010,819107,820741,833471,818731,817221,843095",70,79,23,10
257,168670,0.0246,1,"835398,818899,818069,824970,829995,831528,826914,838079,832070,841652,816768,831472,841468,818822,827001,832247,825208,831122,835375",86,95,19,10
258,185712,0.0244,1,"816270,837778,844343,818343,832057,818599,3770591,831861,819107,843095,817499,838259,816545,839433,839566",94,103,15,10
259,124316,0.0244,1,"839642,817499,833471,3770591,819107,818343,839433,820041,817620,838362,816545,823859,828489,821143,837974",74,83,15,10
260,133972,0.0241,1,"818069,841468,830101,824970,841892,824524,829995,835431,831528,832070,831472,838672,827001,818899,837265,835375,827830,840894,820775,818903,818822,816936,825208,841447,818300,822055,839869,839930,826914,838151,816768,830128,832247,831122,838079,828595,841558,836043,823831,835398,827307,822517,841534,820827,838807,842103,822132",76,85,47,10
261,165270,0.024,1,"816270,818343,831861,832057,816545,844010,837778,844343,837974,3770591,818731,817221,818599,836393,823859,828489,817646,832136,827564,825714,821143,817620,820041,819107,839433",85,94,25,10
262,181489,0.024,1,"828884,823831,820827,841468,816768,833471,832070,818899,841447,818822,831528,824970,826914,841652,829995,831472,832247,838079,835398,841558,827307,822517,838807,816936,818069",91,100,25,10
263,62947,0.024,1,"3768499,837974,839433,833979,817499,834232,843596,817620,818343,3770591,832057,843095,821143,835355,828489,838455,831861,816545,839566,831151,844010,819107,820741,820041,833471,818731,817221,816270,831910,837778,843810,841984,823859,817646,818599,831377,844343,834286,832136,816546,839642,841843,827564,825714,828577,817272,830157,831832,832454,818633",64,73,50,10
264,141013,0.0238,1,"831910,837778,832136,825714,844343,820741,838455",78,87,7,10
265,179628,0.0236,1,"823831,818822,828884,820827,841468,816768,831472,818069,835398,832247,841652,832070,826914,829995,833471,827307,841558,838079,818899,824970,831528,841447,822055,816936",90,99,24,10
266,44064,0.0236,1,"841447,818899,827830,831528,820775,818672,837179,826914,838151,835398,827001,835375,837265,840894,834212,825208,818069,821840,832247,831122,822055,841652,816768,824699,824937,829730,831472,824970,829995,830101,832070,830754,818300,827307,822517,843903,838807,838851,842103,836043,835320",61,70,41,10
267,186660,0.0233,1,"824524,843747,830128,841920,829966,820827,814643,839392,838672,818316",95,104,10,10
268,79733,0.0233,1,"832454,841984,817272,820211,830157,825714,831910,843596,827564,832136,828577,838455,823859,818069,816270,837974,837778,839433,833979,817646,817499,831861,816545,816546,820041,831151,844010,838362,818343,832057,835355,818599,831377,831832,821143,833471,844343,3770591,819107,820741",67,76,40,10
269,74394,0.0229,1,"828884,835398,818822,824970,829995,830101,832070,831472,830128,831528,818899,826914,842103,841447,820775,831122",66,75,16,10
270,56559,0.0229,1,"839433,839566,837778,837974,838455,839642,841843,841984,843596,843810,844010,3768499,816270,816545,816546,817221,817499,817620,817646,818343,818633,818731,819107,821143,820041,820741,823859,828489,828577,3770591,831861,831910,831832,831151,831377,832057,832454,833471,833979,834232,835355",63,73,41,11
271,62871,0.0228,1,"827001,828884,827830,825208,821840,816768,837179,835375,837265,824699,838151,840894,822055,832247,835398,820775,831122,830754,841652",64,73,19,10
272,62872,0.0228,1,"827001,828884,827830,825208,821840,816768,837179,835375,837265,824699,838151,840894,822055,832247,835398,820775,831122,816936,841652",64,73,19,10
273,124399,0.0227,1,"838807,831528,824970,841892,830101,827001,840894,818899,818069,818822,825208,841447,829995,832247,842103,841468,832070,826914,816768,841652,831472,822132,831122,836043,835398",74,83,25,10
274,99962,0.0222,1,"818822,831528,824970,830101,841892,829995,831472,832070,820827,836043,828884,838807,841558,822132,841468",70,79,15,10
275,175067,0.0222,1,"828884,823831,824970,818899,837265,832070,818822,838984,816936,841447,829995,831528,827830,820827,832247,841468,822055,839869,818069,826914,838151,828595,816768,834286,838079,818903,844264,841652,831472,833471,822132,822517,841558,835398,843903,838807,836043,827307,838851",88,97,39,10
276,44051,0.0222,1,"816270,833979,831151,831377,831910,843810,832057,843596,831861,828884,823859,818599",61,70,12,10
277,112888,0.0222,1,"829995,831472,824970,830101,826914,841892,818899,831528,820827,832070,828884,838807,822132,836043,841468",72,81,15,10
278,184462,0.0222,1,"838779,844230,842833,838250,838672,818316,843747,814643,841920,830128,837040,829966",93,102,12,10
279,162154,0.022,1,"822517,838672,827001,823831,835375,818899,837265,841447,841892,818069,820775,818903,818822,827307,816546,824524,836043,824970,829995,841558,830101,820827,832247,841468,832070,838079,839930,826914,816936,844264,841652,838151,831528,816768,831472,822132,831122,838851,838807,822055,835431",84,93,41,10
280,181490,0.0218,1,"828884,823831,820827,841468,816768,833471,832070,818899,841447,818822,831528,824970,826914,841652,829995,831472,832247,838079,835398,841558,827307,822517,838807,838851,843903,836043",91,100,26,10
281,165275,0.0217,1,"823831,835398,827001,818822,838079,835431,832070,818069,818899,826914,837265,841652,824524,841447,824970,829995,816768,831472,832247,831122,831528,841468,822055",85,94,23,10
282,165288,0.0217,1,"835398,825208,838079,818822,835431,827001,832070,818069,818899,826914,841652,837265,824524,841447,824970,829995,816768,831472,832247,831122,831528,841468,822055",85,94,23,10
283,152074,0.0216,1,"837778,837974,839642,844010,844343,816270,816545,817221,817646,818343,818599,818731,821143,820041,823859,828489,3770591,831861,832057,833471,836393",81,91,21,11
284,162168,0.0214,1,"824937,840894,832454,827001,820775,816546,835375,830101,816936,838151,844264,831122,839930,818903,825208,837265,824970,818899,818822,841447,829995,832247,822055,826914,816768,838079,841652,831472,831528,832070,841468,818069,838672,824524,823831,835398,827307,820827,838807,841558,822132,838851",84,93,42,10
285,44173,0.0212,1,"838807,841558,843903,818822,820827,822132,822517,827307,831472,832070",61,71,10,11
286,44117,0.0211,1,"818822,843903,832070,838807,831472,824970,829995,836043,830754,830101,839869,837555,816936,838984,839930,818903,818300,840006,835320",61,70,19,10
287,172434,0.0208,1,"837265,838079,841447,841468,841652,816768,816936,818069,818822,818899,822055,823831,824970,826914,827001,829995,831122,831472,831528,832070,832247,833471,835375,835398",87,98,24,12
288,141014,0.0208,1,"831910,837778,832136,825714,844343,820741,844010,831377",78,87,8,10
289,179666,0.0208,1,"818822,831472,832070,829995,826914,832247,835398,818069,841652,816768,833471,818899,824970,841447,822055,838079,816936,831528,835375,837265,838151,841468,816546,827307",90,99,24,10
290,181488,0.0208,1,"828884,823831,820827,841468,816768,833471,832070,818899,841447,818822,831528,824970,826914,841652,829995,831472,832247,838079,835398,841558,838984,818069,822055,816936",91,100,24,10
291,181491,0.0208,1,"828884,823831,820827,841468,816768,833471,832070,818899,841447,818822,831528,824970,826914,841652,829995,831472,832247,838079,835398,828595,818069,838984,822055,816936",91,100,24,10
292,124397,0.0208,1,"838807,831528,824970,841892,830101,827001,840894,818899,818069,818822,825208,841447,829995,832247,842103,841468,832070,826914,816768,841652,831472,822132,831122,838672,820775,816936,837265,835375,830128,835431,822055,835398",74,83,32,10
293,124311,0.0208,1,"823831,838807,841534,841892,824970,822517,836043,838250",74,83,8,10
294,188566,0.0208,1,"828917,823831,818822,841468,831888,838807,816768,838851",98,107,8,10
295,93127,0.0208,1,"829995,832070,831472,823831,822517,822132,841468,841892",69,78,8,10
296,152075,0.0207,1,"839433,837778,837974,839642,844010,844343,816270,816545,817221,817646,818343,818599,819107,821143,820041,823859,828489,3770591,831861,832057,833471,836393",81,91,22,11
297,23223,0.0207,1,"837778,841652,841984,842985,843048,844010,844264,817272,817646,818069,818599,820176,820211,822266,825714,827001,827727,828577,830157,832057,834286,835320",57,67,22,11
298,152044,0.0206,1,"816270,832057,831861,816545,837974,3770591,823859,844010,833471,836393,837778,817221,839642,818599,844343,828489,817499,839433,820041,818343,819107",81,90,21,10
299,79703,0.0205,1,"818822,835398,827001,824699,835375,825208,840894,816768,832247,831528,824937,820775,831122",67,76,13,10
300,86676,0.0203,1,"817620,839433,817499,832057,821143,831861,816545,820041,820741,816270,837974,837778,833979,3770591,844343,838455,831832,835355,828489,817646,830754,831151,817221,844010,819107,833471,818731,3768499,832136,843596,831910,823859,839642,828577,818599,831377,818633,841984,816546,827564,825714",68,77,41,10
301,8672,0.0202,1,"839566,3770591,821143,816545,817467,843596,844378,820665,837996,843095,820041,816270,827001,820211,831151,835398,837974,830157,837778,834212,818069,835320,839433,825714,833979,836043,817499,843810,843048,820176,816546,825208,835375,841843,830101,834232,831122,817646,831861,817272,844343,838364,827727,822517,838151,818343,841652,832057,832247,838455,831832,834286,824699,844264,842985,844010,831377,820741,833471,817221,828884",53,62,61,10
302,141021,0.0202,1,"838984,834212,821840,837179,829730,818672,820176,835375,840894,820775,816546,816936,832454,839869,838151,827830,837555,824699,824937,827001,837265,818069,824970,818899,844283,818903,818822,825208,831528,841447,841892,829995,830101,818300,822055,832070,839930,826914,816768,830128,832247,831122,841468,838079,841652,844264,831472,838672,828595,841534,823831,816651,824524,822132,835431,822205,835398,822517,838807,827307,843903,820827,828884,841558,836043,838851",78,87,66,10
303,86675,0.0202,1,"817620,839433,817499,832057,821143,831861,816545,820041,820741,816270,837974,837778,833979,3770591,844343,838455,831832,835355,828489,817646,830754,831151,817221,844010,819107,833471,818731,3768499,832136,843596,831910,823859,839642,828577,818599,831377,818633,838362",68,77,38,10
304,74380,0.0201,1,"831910,843810,839642,818633,830157,841984,823859,832454,817272,3768499,825714,828577,833979,818599,843596,817646,827564,832136,831377,831832,816270,837974,837778,839433,817499,844343,3770591,832057,838362,819107,816545,831151,844010,833471,838455,821143,820741,835355,828489,818731,831861,817221,817620,820041,843095,818343,839566,816546",66,75,48,10
