term_id	sign_score	annotation_gene	start_time	end_time	geneSize	timeSize
28835	0.0062	['AT1G06690', 'AT1G07510', 'AT1G17850', 'AT1G52220', 'AT1G79230', 'AT2G20270', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G13670', 'AT4G18370', 'AT4G20820', 'AT4G24750', 'AT4G35770', 'AT5G03455', 'AT5G20140', 'AT5G21430', 'AT5G42070']	58	71	25	14
28837	0.0062	['AT1G06690', 'AT1G07510', 'AT1G17850', 'AT1G52220', 'AT1G66670', 'AT1G79230', 'AT2G20270', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G18370', 'AT4G20820', 'AT4G24750', 'AT4G35770', 'AT5G03455', 'AT5G20140', 'AT5G21430', 'AT5G42070']	58	71	25	14
94656	0.0062	['AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G24930', 'AT5G12470', 'AT5G21430', 'AT5G52970']	69	82	25	14
94663	0.0062	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G31180', 'AT1G42960', 'AT1G67280', 'AT1G74710', 'AT2G22360', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G31560', 'AT4G35770', 'AT5G21430', 'AT5G42070', 'AT5G42765', 'AT5G52970']	69	82	25	14
48261	0.0061	['AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G50250', 'AT2G24020', 'AT2G37230', 'AT3G15360', 'AT3G24590', 'AT3G55330', 'AT5G12470', 'AT5G21430', 'AT5G52970']	61	92	14	32
113358	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT1G50250', 'AT1G67280', 'AT1G74710', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G01900', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42765', 'AT5G52970']	72	82	38	11
113351	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT1G50250', 'AT1G67280', 'AT1G74710', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT3G58010', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42765', 'AT5G52970']	72	82	38	11
129935	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G54500', 'AT1G55370', 'AT1G74070', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G21160', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G53560', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G35770', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G52970', 'AT5G53490']	75	88	46	14
129944	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74070', 'AT1G74710', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G21160', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26080', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G35770', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	75	88	46	14
129981	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G21160', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26080', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G35770', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	75	88	46	14
111238	0.0061	['AT1G07510', 'AT1G15820', 'AT1G50250', 'AT2G22360', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT5G12470', 'AT5G16660', 'AT5G21430']	71	100	15	30
111382	0.0061	['AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT5G12470', 'AT5G16660', 'AT5G21430']	71	100	15	30
91143	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT2G22360', 'AT2G24020', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G24930', 'AT5G21430', 'AT5G52970']	68	97	15	30
5957	0.0061	['AT1G22020', 'AT1G22450', 'AT1G50250', 'AT1G51110', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT3G28850', 'AT3G58010', 'AT4G13010', 'AT4G16155', 'AT4G38380', 'AT4G39460', 'AT5G16150', 'AT5G19500', 'AT5G59250']	52	69	16	18
15889	0.0061	['AT1G15820', 'AT1G29920', 'AT1G50250', 'AT2G22360', 'AT2G37230', 'AT2G42975', 'AT3G15360', 'AT3G55330', 'AT3G60370', 'AT4G13010', 'AT4G35770', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G52970', 'AT5G53170']	55	72	16	18
15892	0.0061	['AT1G15820', 'AT1G29920', 'AT1G50250', 'AT2G22360', 'AT2G37230', 'AT2G42975', 'AT3G15360', 'AT3G55330', 'AT3G60370', 'AT4G13010', 'AT4G39460', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G52970', 'AT5G53170']	55	72	16	18
19915	0.0061	['AT1G15820', 'AT1G29920', 'AT1G50250', 'AT2G22360', 'AT2G37230', 'AT2G42975', 'AT3G15360', 'AT3G55330', 'AT3G60370', 'AT4G13010', 'AT4G35770', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G42070', 'AT5G52970', 'AT5G53170']	56	72	17	17
125718	0.0061	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G20270', 'AT2G21160', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G26080', 'AT3G53560', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT4G39730', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G52970']	74	90	34	17
130530	0.0061	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G24020', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G52970']	75	92	32	18
166450	0.0061	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G35170', 'AT5G52970']	85	99	35	15
166453	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G35170', 'AT5G52970']	85	99	35	15
166459	0.0061	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G24930', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G52970']	85	99	35	15
166462	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G24930', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G52970']	85	99	35	15
141078	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT1G50250', 'AT1G50460', 'AT1G52220', 'AT1G54500', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G01050', 'AT4G01900', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24750', 'AT4G24930', 'AT4G35770', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	78	88	60	11
115725	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G52970']	72	92	30	21
115774	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G39730', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G52970']	72	92	30	21
155416	0.0061	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G55370', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G43010', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G52970']	81	111	20	31
130325	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26080', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01900', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G35770', 'AT4G39730', 'AT5G12470', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	75	90	40	16
109511	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G39730', 'AT5G21430', 'AT5G23890', 'AT5G52970']	71	92	26	22
109522	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G39730', 'AT5G21430', 'AT5G23890', 'AT5G52970']	71	92	26	22
109531	0.0061	['AT1G10170', 'AT1G15820', 'AT1G55370', 'AT2G24020', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G52970']	71	92	13	22
168613	0.0061	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G43010', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G52970']	85	111	21	27
6350	0.0061	['AT1G15820', 'AT1G29920', 'AT1G50250', 'AT2G22360', 'AT2G42975', 'AT3G15360', 'AT3G55330', 'AT3G60370', 'AT4G13010', 'AT5G12470', 'AT5G21430', 'AT5G52970', 'AT5G53170']	52	73	13	22
6469	0.0061	['AT1G12250', 'AT1G54050', 'AT1G76760', 'AT1G80030', 'AT2G30950', 'AT2G40400', 'AT4G04020', 'AT4G39960', 'AT5G01500', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G39830']	52	73	13	22
6473	0.0061	['AT1G12250', 'AT1G54050', 'AT1G72640', 'AT1G74710', 'AT1G80030', 'AT2G30950', 'AT4G04020', 'AT4G39960', 'AT5G01500', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G39830']	52	73	13	22
109517	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G52970']	71	92	26	22
109578	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G52970']	71	92	26	22
110609	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT2G24020', 'AT2G40760', 'AT2G42220', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G21430', 'AT5G23890', 'AT5G52970']	71	97	21	27
110616	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G74710', 'AT2G24020', 'AT2G40760', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G21430', 'AT5G23890', 'AT5G52970']	71	97	21	27
110632	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G74710', 'AT1G79230', 'AT2G24020', 'AT2G40760', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G21430', 'AT5G52970']	71	97	21	27
110641	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G74710', 'AT1G79230', 'AT2G24020', 'AT2G40760', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT5G21430', 'AT5G23890', 'AT5G52970']	71	97	21	27
112787	0.0061	['AT1G10170', 'AT1G17850', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G26580', 'AT4G35770']	71	110	7	40
87734	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G24930', 'AT4G35770', 'AT5G21430', 'AT5G52970']	68	81	21	14
25231	0.0061	['AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT1G50250', 'AT2G22360', 'AT2G42975', 'AT3G15360', 'AT3G24590', 'AT4G13010', 'AT5G12470', 'AT5G16660', 'AT5G21430']	57	78	13	22
97140	0.0061	['AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G21430', 'AT5G52970']	69	95	21	27
32282	0.0061	['AT1G07510', 'AT1G15820', 'AT1G42960', 'AT2G22360', 'AT2G24020', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT5G12470', 'AT5G21430', 'AT5G52970']	58	97	14	40
32285	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G42960', 'AT2G22360', 'AT2G24020', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT5G21430', 'AT5G52970']	58	97	14	40
109874	0.0061	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G79230', 'AT2G24020', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G24930', 'AT4G39730', 'AT5G12470', 'AT5G52970']	71	94	19	24
109893	0.0061	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G79230', 'AT2G24020', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G24930', 'AT4G39730', 'AT5G23890', 'AT5G52970']	71	94	19	24
125265	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G54500', 'AT1G55370', 'AT1G74070', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G21160', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G53560', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G35770', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G52970']	74	88	43	15
117480	0.0061	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT2G40760', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G39460', 'AT5G12470', 'AT5G23890', 'AT5G52970']	72	101	17	30
144628	0.0061	['AT1G23740', 'AT5G42070', 'AT1G74710', 'AT4G35770', 'AT1G55370', 'AT1G10170', 'AT3G10130', 'AT1G66670', 'AT2G40760', 'AT1G72640', 'AT5G42765', 'AT4G01900', 'AT4G24750', 'AT1G54050', 'AT3G26580', 'AT3G26080', 'AT3G55330', 'AT2G40400', 'AT3G22690', 'AT1G79450', 'AT4G39730', 'AT1G06690', 'AT1G52220', 'AT4G20820', 'AT2G21160', 'AT2G20270', 'AT5G23890', 'AT4G24930', 'AT1G79230', 'AT3G57680', 'AT1G20810', 'AT4G13670', 'AT2G42975', 'AT5G52970', 'AT1G07510', 'AT1G50250', 'AT1G54500', 'AT1G42960', 'AT2G43010', 'AT3G15360', 'AT2G42220', 'AT3G60370', 'AT3G58010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G21430', 'AT3G24590', 'AT1G29920', 'AT2G22360', 'AT1G15140', 'AT1G30510', 'AT4G13010', 'AT2G24020', 'AT5G16660', 'AT1G15820', 'AT2G37230', 'AT2G35040', 'AT5G19500', 'AT5G16150', 'AT1G74070', 'AT1G50460', 'AT4G01050', 'AT2G27290', 'AT1G17850', 'AT1G31180', 'AT1G67280']	79	88	67	10
114950	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G66670', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G52970']	72	88	24	17
81049	0.0061	['AT1G12250', 'AT1G14150', 'AT1G18730', 'AT1G27510', 'AT1G72640', 'AT1G76760', 'AT2G17630', 'AT2G20260', 'AT2G20270', 'AT2G26800', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT2G41330', 'AT2G44990', 'AT3G01440', 'AT3G10470', 'AT3G15110', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT5G02160', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G35170', 'AT5G39830', 'AT5G52780']	67	79	32	13
114932	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G66670', 'AT1G74710', 'AT1G79230', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G52970']	72	88	24	17
130874	0.0061	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G55370', 'AT1G74710', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G24020', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G35770', 'AT4G39730', 'AT5G12470', 'AT5G23890', 'AT5G42765', 'AT5G52970']	75	94	26	20
