term_id	sign_score	annotation_gene	start_time	end_time	geneSize	timeSize
123828	0.0082	['AT1G14590', 'AT1G54580', 'AT3G10470', 'AT4G18370', 'AT4G31560', 'AT5G39830']	73	107	6	35
179986	0.0082	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT1G52220', 'AT1G75690', 'AT2G22360', 'AT2G42220', 'AT3G28850', 'AT3G46780', 'AT4G13010', 'AT4G16155', 'AT4G27700', 'AT5G16150', 'AT5G19500', 'AT5G21430', 'AT5G35170', 'AT5G59250']	90	102	17	13
123838	0.0082	['AT1G14590', 'AT1G54050', 'AT1G54580', 'AT3G10470', 'AT4G31560', 'AT5G39830']	73	107	6	35
123873	0.0082	['AT1G14590', 'AT1G54050', 'AT3G10470', 'AT4G01050', 'AT4G31560', 'AT5G39830']	73	107	6	35
123893	0.0082	['AT1G14590', 'AT1G54050', 'AT3G10470', 'AT4G01050', 'AT4G39960', 'AT5G39830']	73	107	6	35
123895	0.0082	['AT1G14590', 'AT3G10470', 'AT4G01050', 'AT4G39960', 'AT5G13120', 'AT5G39830']	73	107	6	35
126057	0.0082	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G54500', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G52970']	74	92	34	19
137442	0.0082	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50460', 'AT2G24020', 'AT2G35040', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	76	111	14	36
134099	0.0082	['AT1G15140', 'AT1G20810', 'AT1G50250', 'AT1G50460', 'AT1G51110', 'AT1G54500', 'AT1G74070', 'AT2G22360', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT3G24590', 'AT3G25480', 'AT3G46780', 'AT3G53560', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G53490']	76	87	26	12
9744	0.0082	['AT1G12250', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT1G80030', 'AT2G30950', 'AT4G04020', 'AT4G39960', 'AT5G01500', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G39830']	53	75	13	23
177336	0.0082	['AT1G50460', 'AT1G51350', 'AT1G52220', 'AT2G22360', 'AT2G35040', 'AT2G42220', 'AT3G28850', 'AT3G46780', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G19500', 'AT5G21430']	88	110	13	23
134133	0.0081	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G50460', 'AT1G52220', 'AT1G54500', 'AT1G55370', 'AT1G74070', 'AT1G74710', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G21160', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G25480', 'AT3G26080', 'AT3G53560', 'AT3G55330', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G35770', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970', 'AT5G53490']	76	88	58	13
112867	0.0081	['AT4G35770', 'AT5G23890', 'AT1G17850', 'AT2G40760', 'AT1G06690', 'AT5G52970', 'AT3G55330', 'AT2G24020', 'AT3G57680', 'AT3G26580', 'AT4G31560', 'AT1G31180', 'AT1G74710', 'AT4G01050', 'AT1G67280', 'AT5G42765', 'AT4G13670', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT3G22690', 'AT4G01900', 'AT1G42960', 'AT3G15360', 'AT1G07510', 'AT1G15820', 'AT1G54580', 'AT4G20820', 'AT1G29920', 'AT1G30510', 'AT2G37230', 'AT1G79230', 'AT5G12470', 'AT2G22360', 'AT5G21430', 'AT3G24590', 'AT1G50250', 'AT2G42220', 'AT3G10470', 'AT4G39960', 'AT5G42070']	72	81	41	10
112870	0.0081	['AT4G35770', 'AT5G23890', 'AT1G17850', 'AT2G40760', 'AT1G06690', 'AT5G52970', 'AT3G55330', 'AT2G24020', 'AT3G57680', 'AT3G26580', 'AT4G31560', 'AT1G31180', 'AT1G74710', 'AT4G01050', 'AT1G67280', 'AT5G42765', 'AT4G13670', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT3G22690', 'AT4G01900', 'AT1G42960', 'AT3G15360', 'AT1G07510', 'AT1G15820', 'AT1G54580', 'AT4G20820', 'AT1G29920', 'AT1G30510', 'AT2G37230', 'AT1G79230', 'AT5G12470', 'AT2G22360', 'AT5G21430', 'AT3G24590', 'AT1G50250', 'AT5G62720', 'AT4G39960', 'AT3G10470', 'AT5G42070']	72	81	41	10
118851	0.0081	['AT1G06690', 'AT5G23890', 'AT3G55330', 'AT3G26580', 'AT2G40760', 'AT1G10170', 'AT1G31180', 'AT1G74710', 'AT3G10130', 'AT1G23740', 'AT3G22690', 'AT5G42765', 'AT1G67280', 'AT5G52970', 'AT2G24020', 'AT3G57680', 'AT1G29920', 'AT1G30510', 'AT2G37230', 'AT1G15820', 'AT1G07510', 'AT1G50250', 'AT3G24590', 'AT2G43010', 'AT4G20820', 'AT1G14590', 'AT3G10470', 'AT1G17850', 'AT1G55370', 'AT4G31560', 'AT1G66670', 'AT4G35770', 'AT4G39960', 'AT5G42070', 'AT1G18730', 'AT1G72640', 'AT5G62720', 'AT4G01050', 'AT4G01900', 'AT1G42960', 'AT3G15360']	73	82	41	10
5700	0.0081	['AT1G07510', 'AT1G12250', 'AT1G15820', 'AT1G17850', 'AT1G22450', 'AT1G29920', 'AT1G52220', 'AT1G66670', 'AT1G67280', 'AT1G75690', 'AT1G76760', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G27290', 'AT2G30950', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT2G42975', 'AT3G10130', 'AT3G10470', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G28850', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G04020', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G12470', 'AT5G19370', 'AT5G20140', 'AT5G21430', 'AT5G42070', 'AT5G42765', 'AT5G52440', 'AT5G52970', 'AT5G53170']	52	66	47	15
133923	0.0081	['AT1G06690', 'AT1G42960', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G22690', 'AT3G55330', 'AT4G35770']	75	111	8	37
129480	0.0081	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT2G35040', 'AT2G43010', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G52970']	74	110	16	37
93067	0.0081	['AT4G39960', 'AT2G27290', 'AT5G23890', 'AT3G10470', 'AT1G17850', 'AT1G14590', 'AT1G55370', 'AT4G35770', 'AT1G74710', 'AT5G42765', 'AT3G26580', 'AT5G42070', 'AT1G66670', 'AT2G40760', 'AT4G01050', 'AT1G06690', 'AT3G55330', 'AT3G57680', 'AT5G52970', 'AT1G52220', 'AT4G31560', 'AT1G31180', 'AT1G67280', 'AT3G10130', 'AT3G22690', 'AT2G24020', 'AT5G62720', 'AT1G72640', 'AT4G18370', 'AT2G40100', 'AT4G04020', 'AT1G15820']	69	78	32	10
129508	0.0081	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT2G35040', 'AT2G43010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G52970']	74	110	16	37
6150	0.0081	['AT1G17850', 'AT1G52220', 'AT1G66670', 'AT1G67280', 'AT2G20270', 'AT2G27290', 'AT2G35040', 'AT3G10130', 'AT3G10470', 'AT3G26580', 'AT5G03455', 'AT5G20140', 'AT5G42765']	52	71	13	20
110650	0.0081	['AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT2G22360', 'AT2G24020', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G52970']	71	97	19	27
94672	0.0081	['AT1G06690', 'AT1G17850', 'AT1G31180', 'AT1G42960', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT4G39960', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	69	82	19	14
94687	0.0081	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G31180', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT2G27290', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G26580', 'AT3G57680', 'AT4G39960', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G62720']	69	82	19	14
80391	0.0081	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G42960', 'AT1G52220', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G42070', 'AT5G52970']	67	78	15	12
80448	0.0081	['AT1G06690', 'AT1G15820', 'AT1G17850', 'AT1G42960', 'AT1G52220', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G42070', 'AT5G52970']	67	78	15	12
124736	0.0081	['AT1G14590', 'AT1G17850', 'AT1G31180', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT2G40400', 'AT3G10470', 'AT4G01050', 'AT4G01900', 'AT4G31560', 'AT5G03455']	74	85	15	12
29490	0.0081	['AT1G12250', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT1G76760', 'AT1G80030', 'AT2G30950', 'AT2G40400', 'AT4G04020', 'AT4G39960', 'AT5G01500', 'AT5G02160', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G23890', 'AT5G39830']	58	75	17	18
58229	0.0081	['AT1G02560', 'AT1G12250', 'AT1G14150', 'AT1G18730', 'AT1G27510', 'AT1G72640', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20270', 'AT2G26800', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT2G41330', 'AT2G44990', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT5G02160', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G20140', 'AT5G35170', 'AT5G39830', 'AT5G52780']	63	79	31	17
87449	0.0081	['AT1G14150', 'AT1G14590', 'AT1G18730', 'AT1G27510', 'AT1G55370', 'AT1G72640', 'AT2G17630', 'AT2G20270', 'AT2G26800', 'AT2G27290', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT2G41330', 'AT3G10470', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G08540', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G35170', 'AT5G39830', 'AT5G52780']	68	80	31	13
87450	0.0081	['AT1G14150', 'AT1G18730', 'AT1G27510', 'AT1G55370', 'AT1G72640', 'AT2G17630', 'AT2G20270', 'AT2G26800', 'AT2G27290', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT2G41330', 'AT3G01440', 'AT3G10470', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G08540', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G35170', 'AT5G39830', 'AT5G52780']	68	80	31	13
848	0.0081	['AT1G15820', 'AT1G29920', 'AT3G55330', 'AT3G60370', 'AT4G13010', 'AT4G39460', 'AT5G12470', 'AT5G52970', 'AT5G53170']	49	72	9	24
851	0.0081	['AT1G15820', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G19500', 'AT5G53170']	49	72	9	24
109903	0.0081	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G79230', 'AT2G24020', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G39730', 'AT5G23890', 'AT5G52970']	71	94	18	24
847	0.0081	['AT1G15820', 'AT1G29920', 'AT3G55330', 'AT3G60370', 'AT4G13010', 'AT5G12470', 'AT5G42070', 'AT5G52970', 'AT5G53170']	49	72	9	24
44069	0.0081	['AT1G50250', 'AT2G42975', 'AT4G20820', 'AT5G16660', 'AT3G15360', 'AT2G40760', 'AT1G06690', 'AT4G13010', 'AT1G15820', 'AT5G53170', 'AT4G13670', 'AT5G52970', 'AT1G07510', 'AT1G42960', 'AT5G42070', 'AT3G60370', 'AT2G35040', 'AT3G22690', 'AT5G21430', 'AT5G12470', 'AT3G24590', 'AT1G52220', 'AT2G22360', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT2G20270', 'AT1G66670', 'AT1G17850', 'AT5G03455', 'AT2G37230', 'AT1G10170', 'AT4G39460', 'AT1G29920', 'AT5G08540', 'AT2G24020', 'AT1G23740', 'AT1G30510', 'AT3G58010', 'AT4G38380', 'AT2G43010', 'AT4G01050', 'AT1G79230', 'AT1G31180', 'AT1G14590', 'AT4G24930']	61	70	46	10
109862	0.0081	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G79230', 'AT2G24020', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G39730', 'AT5G12470', 'AT5G52970']	71	94	18	24
109913	0.0081	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT2G24020', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G39730', 'AT5G23890', 'AT5G52970']	71	94	18	24
112852	0.0081	['AT4G35770', 'AT5G23890', 'AT1G17850', 'AT2G01918', 'AT3G10470', 'AT5G02160', 'AT4G39960', 'AT5G42070', 'AT1G66670', 'AT2G27290', 'AT1G72640', 'AT1G14590', 'AT1G18730', 'AT1G55370', 'AT1G54050', 'AT2G20270', 'AT5G20140', 'AT5G13120', 'AT5G52780', 'AT2G40100', 'AT5G15250', 'AT4G18370', 'AT4G04020']	72	81	23	10
112877	0.0081	['AT4G35770', 'AT5G23890', 'AT1G17850', 'AT2G20270', 'AT5G20140', 'AT5G15250', 'AT3G60370', 'AT3G10470', 'AT1G72640', 'AT1G55370', 'AT5G02160', 'AT5G13120', 'AT1G66670', 'AT2G40100', 'AT4G04020', 'AT4G18370', 'AT4G39960', 'AT1G18730', 'AT5G42070', 'AT5G52780', 'AT2G27290', 'AT1G14590', 'AT1G54050']	72	81	23	10
118783	0.0081	['AT2G26800', 'AT4G24750', 'AT5G35170', 'AT3G10470', 'AT5G39830', 'AT2G27290', 'AT5G20140', 'AT5G02160', 'AT3G47060', 'AT1G72640', 'AT5G13120', 'AT2G40100', 'AT1G27510', 'AT4G18370', 'AT4G04020', 'AT5G15250', 'AT3G01440', 'AT3G15110', 'AT4G23890', 'AT5G52780', 'AT4G37925', 'AT4G39960', 'AT1G14590']	73	82	23	10
112848	0.0081	['AT4G35770', 'AT5G23890', 'AT1G17850', 'AT2G01918', 'AT3G10470', 'AT5G02160', 'AT4G39960', 'AT5G42070', 'AT1G66670', 'AT2G27290', 'AT1G72640', 'AT1G14590', 'AT1G18730', 'AT1G55370', 'AT1G54050', 'AT5G62720', 'AT5G20140', 'AT5G13120', 'AT5G52780', 'AT2G40100', 'AT5G15250', 'AT4G18370', 'AT4G04020']	72	81	23	10
56338	0.0081	['AT2G43010', 'AT2G42975', 'AT1G23740', 'AT1G30510', 'AT4G13010', 'AT4G39730', 'AT4G24930', 'AT4G31560', 'AT1G29920', 'AT3G25480', 'AT2G42220', 'AT5G19500', 'AT4G39460', 'AT5G53170', 'AT5G59250', 'AT1G22020', 'AT3G58010', 'AT4G38380', 'AT5G16150', 'AT1G56500', 'AT5G16660', 'AT1G50460', 'AT5G12470']	63	72	23	10
96677	0.0081	['AT1G55370', 'AT3G15360', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G52970']	69	92	9	24
291	0.008	['AT1G02560', 'AT1G07510', 'AT1G12250', 'AT1G14150', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G52220', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT1G79230', 'AT1G80030', 'AT2G17630', 'AT2G20270', 'AT2G26800', 'AT2G27290', 'AT2G29500', 'AT2G30950', 'AT2G35040', 'AT2G37660', 'AT2G40760', 'AT3G10470', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G04020', 'AT4G13670', 'AT4G19830', 'AT4G20820', 'AT4G35770', 'AT5G01500', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G20140', 'AT5G21430', 'AT5G39830', 'AT5G42070', 'AT5G42270', 'AT5G52440']	49	65	44	17
188847	0.008	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G14150', 'AT1G15820', 'AT1G17850', 'AT1G18730', 'AT1G29920', 'AT1G42960', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G20270', 'AT2G27290', 'AT2G30950', 'AT2G40760', 'AT2G43010', 'AT3G01440', 'AT3G10470', 'AT3G22690', 'AT3G47060', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G31560', 'AT4G35770', 'AT4G39460', 'AT5G03455', 'AT5G12470', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G52970']	98	110	38	13
5779	0.008	['AT1G07510', 'AT1G12250', 'AT1G15820', 'AT1G17850', 'AT1G22450', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G66670', 'AT1G67280', 'AT1G76760', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G30950', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT2G42975', 'AT3G10130', 'AT3G10470', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G28850', 'AT3G55330', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G38380', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G12470', 'AT5G20140', 'AT5G21430', 'AT5G42070', 'AT5G42765', 'AT5G52440', 'AT5G52970', 'AT5G53170', 'AT5G59250']	52	67	47	16
141024	0.008	['AT1G23740', 'AT5G42070', 'AT3G22690', 'AT1G06690', 'AT4G35770', 'AT2G40760', 'AT3G10130', 'AT5G52970', 'AT1G42960', 'AT3G15360', 'AT2G20270', 'AT2G24020', 'AT5G23890', 'AT1G29920', 'AT1G15820', 'AT4G20820', 'AT1G10170', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT1G07510', 'AT2G35040', 'AT3G58010', 'AT2G42975', 'AT1G79450', 'AT2G43010', 'AT2G42220', 'AT3G60370', 'AT5G16660', 'AT1G50250', 'AT1G54500', 'AT4G38380', 'AT4G39460', 'AT2G37230', 'AT3G24590', 'AT5G19500', 'AT1G30510', 'AT4G13010', 'AT2G22360', 'AT4G39730', 'AT5G21430', 'AT5G12470', 'AT1G50460', 'AT1G15140', 'AT1G52220', 'AT1G79230', 'AT5G16150', 'AT1G20810', 'AT4G24930', 'AT1G74710', 'AT5G42765', 'AT1G55370', 'AT1G72640', 'AT5G53170', 'AT1G22020', 'AT4G01050', 'AT3G26580', 'AT1G66670', 'AT1G67280', 'AT4G01900']	78	87	60	10
129498	0.008	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT2G35040', 'AT2G43010', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	74	110	15	37
126059	0.008	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G29920', 'AT1G42960', 'AT1G50250', 'AT1G54500', 'AT2G22360', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970', 'AT5G53490']	74	92	30	19
129455	0.008	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT2G24020', 'AT2G35040', 'AT2G43010', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G21430', 'AT5G52970']	74	110	15	37
137451	0.008	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G52220', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G43010', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G52970']	76	111	19	36
98572	0.008	['AT1G10170', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G52970']	69	101	13	33
98629	0.008	['AT1G10170', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G52970']	69	101	13	33
98585	0.008	['AT1G10170', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT2G40760', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT5G52970']	69	101	13	33
115077	0.008	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G17850', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G55370', 'AT2G22360', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G52970']	72	88	26	17
69931	0.008	['AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G42960', 'AT1G52220', 'AT2G24020', 'AT2G37230', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT5G21430', 'AT5G42070', 'AT5G52970']	65	78	16	14
69937	0.008	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G42960', 'AT1G52220', 'AT2G24020', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G21430', 'AT5G42070', 'AT5G52970']	65	78	16	14
69967	0.008	['AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT2G24020', 'AT2G37230', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT5G21430', 'AT5G52970']	65	78	16	14
69974	0.008	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT2G24020', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G21430', 'AT5G52970']	65	78	16	14
70091	0.008	['AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G57680', 'AT4G13010', 'AT5G12470', 'AT5G16660', 'AT5G21430']	65	78	16	14
180279	0.008	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT1G52220', 'AT1G75690', 'AT2G22360', 'AT2G42220', 'AT3G28850', 'AT3G46780', 'AT4G13010', 'AT4G16155', 'AT4G27700', 'AT5G16150', 'AT5G19500', 'AT5G21430', 'AT5G59250']	90	103	16	14
114957	0.008	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G55370', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G52970']	72	88	26	17
188476	0.008	['AT1G12250', 'AT1G14150', 'AT1G80030', 'AT2G17630', 'AT2G26800', 'AT2G40100', 'AT3G01440', 'AT3G10470', 'AT3G26580', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G31560', 'AT5G19370', 'AT5G39830', 'AT5G42070']	97	110	16	14
115054	0.008	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G17850', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G55370', 'AT1G74710', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G52970']	72	88	26	17
23654	0.008	['AT1G54050', 'AT1G55370', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT4G39960', 'AT5G01500', 'AT5G02160', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G23890', 'AT5G39830']	57	70	16	14
